bug: apr_pstrmemdup in ap_process_fnmatch_configs, pair: (ap_mpm_query, apr_pstrmemdup), support: 82, confidence: 70.09%
bug: apr_table_elts in ap_fcgi_encoded_env_len, pair: (ap_if_walk_sub, apr_table_elts), support: 10, confidence: 66.67%
bug: apr_table_elts in check_headers_table, pair: (ap_if_walk_sub, apr_table_elts), support: 10, confidence: 66.67%
bug: apr_pollset_add in process_socket, pair: (apr_pollset_add, log_apr_status), support: 5, confidence: 83.33%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_remove_output_filter, ap_run_create_request), support: 10, confidence: 90.91%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_scan_vchar_obstext, ap_unescape_url), support: 3, confidence: 75.00%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_scan_vchar_obstext, apr_pstrcat), support: 3, confidence: 75.00%
bug: ap_location_walk in ap_add_cgi_vars, pair: (ap_location_walk, apr_file_puts), support: 11, confidence: 91.67%
bug: ap_get_request_note in ap_directory_walk, pair: (ap_get_request_note, prep_walk_cache), support: 10, confidence: 66.67%
bug: ap_get_request_note in ap_location_walk, pair: (ap_get_request_note, prep_walk_cache), support: 10, confidence: 66.67%
bug: ap_get_request_note in ap_file_walk, pair: (ap_get_request_note, prep_walk_cache), support: 10, confidence: 66.67%
bug: ap_get_request_note in prep_walk_cache, pair: (ap_get_request_note, prep_walk_cache), support: 10, confidence: 66.67%
bug: ap_get_request_note in core_map_to_storage, pair: (ap_get_request_note, prep_walk_cache), support: 10, confidence: 66.67%
bug: apr_thread_join in event_run, pair: (apr_thread_cond_broadcast, apr_thread_join), support: 3, confidence: 75.00%
bug: strrchr in ap_strrchr_c, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in start_cond_section, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in ap_add_loaded_module, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in ap_os_create_privileged_process, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in ap_add_cgi_vars, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in ap_rind, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in ap_setup_prelinked_modules, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in ap_sub_req_lookup_uri, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: apr_os_thread_current in log_tid, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 99.52%
bug: strrchr in ap_file_walk, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in ap_strrchr, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in ap_get_exec_line, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in log_file_line, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: strrchr in ap_make_dirstr_parent, pair: (apr_os_thread_current, strrchr), support: 209, confidence: 94.14%
bug: ap_get_scoreboard_process in ap_get_sload, pair: (ap_escape_errorlog_item, ap_get_scoreboard_process), support: 4, confidence: 80.00%
bug: apr_table_clear in core_upgrade_handler, pair: (ap_escape_html2, apr_table_clear), support: 12, confidence: 80.00%
bug: apr_table_clear in ap_send_interim_response, pair: (ap_escape_html2, apr_table_clear), support: 12, confidence: 80.00%
bug: apr_table_clear in ap_send_error_response, pair: (ap_escape_html2, apr_table_clear), support: 12, confidence: 80.00%
bug: ap_satisfies in ap_some_authn_required, pair: (ap_satisfies, strrchr), support: 18, confidence: 94.74%
bug: decl_die in op_url_subr, pair: (apr_fnmatch, decl_die), support: 8, confidence: 66.67%
bug: decl_die in ap_http_header_filter, pair: (apr_fnmatch, decl_die), support: 8, confidence: 66.67%
bug: decl_die in ap_add_cgi_vars, pair: (apr_fnmatch, decl_die), support: 8, confidence: 66.67%
bug: decl_die in ap_read_request, pair: (apr_fnmatch, decl_die), support: 8, confidence: 66.67%
bug: ap_no2slash in ap_process_request, pair: (ap_no2slash, strcasecmp), support: 16, confidence: 88.89%
bug: ap_no2slash in ap_process_request_internal, pair: (ap_no2slash, strcasecmp), support: 16, confidence: 88.89%
bug: apr_itoa in ap_update_vhost_from_headers, pair: (apr_brigade_create, apr_itoa), support: 10, confidence: 71.43%
bug: apr_itoa in fix_hostname, pair: (apr_brigade_create, apr_itoa), support: 10, confidence: 71.43%
bug: apr_itoa in misc_var_fn, pair: (apr_brigade_create, apr_itoa), support: 10, confidence: 71.43%
bug: apr_itoa in ap_add_common_vars, pair: (apr_brigade_create, apr_itoa), support: 10, confidence: 71.43%
bug: ap_psignature in ap_http_header_filter, pair: (ap_psignature, apr_pool_create_ex), support: 9, confidence: 90.00%
bug: ap_unescape_url_keep2f in op_url_subr, pair: (ap_is_recursion_limit_exceeded, ap_unescape_url_keep2f), support: 10, confidence: 83.33%
bug: ap_unescape_url_keep2f in ap_add_cgi_vars, pair: (ap_is_recursion_limit_exceeded, ap_unescape_url_keep2f), support: 10, confidence: 83.33%
bug: ap_varbuf_grow in ap_rxplus_exec, pair: (ap_varbuf_grow, apr_hash_get), support: 4, confidence: 66.67%
bug: ap_varbuf_grow in ap_soak_end_container, pair: (ap_varbuf_grow, apr_hash_get), support: 4, confidence: 66.67%
bug: ap_make_method_list in op_url_subr, pair: (ap_make_method_list, apr_hash_next), support: 8, confidence: 66.67%
bug: ap_make_method_list in ap_http_header_filter, pair: (ap_make_method_list, apr_hash_next), support: 8, confidence: 66.67%
bug: ap_make_method_list in ap_add_cgi_vars, pair: (ap_make_method_list, apr_hash_next), support: 8, confidence: 66.67%
bug: ap_make_method_list in ap_process_request, pair: (ap_make_method_list, apr_hash_next), support: 8, confidence: 66.67%
bug: apr_pollset_wakeup in event_register_timed_callback, pair: (apr_pollset_wakeup, strlen), support: 8, confidence: 72.73%
bug: apr_pollset_wakeup in decrement_connection_count, pair: (apr_pollset_wakeup, strlen), support: 8, confidence: 72.73%
bug: apr_pollset_wakeup in signal_threads, pair: (apr_pollset_wakeup, strlen), support: 8, confidence: 72.73%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_getparents, ap_run_insert_filter), support: 10, confidence: 83.33%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_getparents, ap_run_insert_filter), support: 10, confidence: 83.33%
bug: ap_find_module_short_name in log_module_name, pair: (ap_find_module_short_name, apr_file_puts), support: 209, confidence: 99.52%
bug: ap_rvputs in ap_http_header_filter, pair: (ap_rvputs, apr_hash_this), support: 8, confidence: 80.00%
bug: ap_rvputs in ap_process_request, pair: (ap_rvputs, apr_hash_this), support: 8, confidence: 80.00%
bug: ap_process_request_internal in ap_http_header_filter, pair: (ap_get_brigade, ap_process_request_internal), support: 9, confidence: 90.00%
bug: ap_run_quick_handler in ap_process_request, pair: (ap_run_quick_handler, strcasecmp), support: 13, confidence: 86.67%
bug: ap_run_quick_handler in ap_run_sub_req, pair: (ap_run_quick_handler, strcasecmp), support: 13, confidence: 86.67%
bug: ap_get_remote_host in eor_bucket_cleanup, pair: (ap_get_remote_host, apr_table_get), support: 9, confidence: 69.23%
bug: ap_get_remote_host in close_listeners, pair: (ap_get_remote_host, apr_table_get), support: 9, confidence: 69.23%
bug: ap_get_remote_host in ap_start_lingering_close, pair: (ap_get_remote_host, apr_table_get), support: 9, confidence: 69.23%
bug: ap_get_remote_host in ap_prep_lingering_close, pair: (ap_get_remote_host, apr_table_get), support: 9, confidence: 69.23%
bug: ap_expr_exec in ap_sub_req_lookup_uri, pair: (ap_expr_exec, apr_file_puts), support: 15, confidence: 93.75%
bug: ap_run_create_request in ap_http_header_filter, pair: (ap_run_create_request, buffer_output), support: 7, confidence: 70.00%
bug: ap_run_create_request in ap_process_request, pair: (ap_run_create_request, buffer_output), support: 7, confidence: 70.00%
bug: ap_run_create_request in ap_read_request, pair: (ap_run_create_request, buffer_output), support: 7, confidence: 70.00%
bug: apr_file_printf in ap_mpm_dump_pidfile, pair: (apr_file_printf, apr_snprintf), support: 8, confidence: 66.67%
bug: apr_file_printf in dump_loaded_modules, pair: (apr_file_printf, apr_snprintf), support: 8, confidence: 66.67%
bug: apr_file_printf in process_resource_config_cb, pair: (apr_file_printf, apr_snprintf), support: 8, confidence: 66.67%
bug: apr_file_printf in core_dump_config, pair: (apr_file_printf, apr_snprintf), support: 8, confidence: 66.67%
bug: ap_make_method_list in ap_add_cgi_vars, pair: (ap_make_method_list, getpid), support: 11, confidence: 91.67%
bug: ap_no2slash in op_url_subr, pair: (ap_no2slash, apr_array_make), support: 15, confidence: 83.33%
bug: ap_no2slash in ap_add_cgi_vars, pair: (ap_no2slash, apr_array_make), support: 15, confidence: 83.33%
bug: ap_no2slash in ap_process_request, pair: (ap_no2slash, apr_array_make), support: 15, confidence: 83.33%
bug: ap_get_server_description in ap_mpm_pod_killpg, pair: (ap_get_server_description, apr_strerror), support: 4, confidence: 66.67%
bug: ap_get_server_description in show_compile_settings, pair: (ap_get_server_description, apr_strerror), support: 4, confidence: 66.67%
bug: apr_rfc822_date in ap_set_last_modified, pair: (apr_psprintf, apr_rfc822_date), support: 9, confidence: 90.00%
bug: apr_hash_pool_get in process_command_config, pair: (apr_hash_pool_get, strcmp), support: 6, confidence: 75.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, strcmp), support: 6, confidence: 75.00%
bug: make_allow in ap_http_header_filter, pair: (apr_pool_create_ex, make_allow), support: 9, confidence: 90.00%
bug: log_backtrace in op_url_subr, pair: (log_backtrace, prep_walk_cache), support: 6, confidence: 75.00%
bug: log_backtrace in ap_add_cgi_vars, pair: (log_backtrace, prep_walk_cache), support: 6, confidence: 75.00%
bug: decl_die in op_url_subr, pair: (ap_rwrite, decl_die), support: 10, confidence: 83.33%
bug: decl_die in ap_add_cgi_vars, pair: (ap_rwrite, decl_die), support: 10, confidence: 83.33%
bug: apr_os_file_get in ap_mpm_podx_check, pair: (apr_os_file_get, log_apr_status), support: 3, confidence: 75.00%
bug: ap_run_insert_filter in ap_http_header_filter, pair: (ap_regexec, ap_run_insert_filter), support: 8, confidence: 66.67%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_regexec, ap_run_insert_filter), support: 8, confidence: 66.67%
bug: ap_run_insert_filter in ap_read_request, pair: (ap_regexec, ap_run_insert_filter), support: 8, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_regexec, ap_run_insert_filter), support: 8, confidence: 66.67%
bug: apr_table_clear in core_upgrade_handler, pair: (ap_psignature, apr_table_clear), support: 10, confidence: 66.67%
bug: apr_table_clear in ap_send_interim_response, pair: (ap_psignature, apr_table_clear), support: 10, confidence: 66.67%
bug: apr_table_clear in ap_http_filter, pair: (ap_psignature, apr_table_clear), support: 10, confidence: 66.67%
bug: apr_table_clear in core_upgrade_storage, pair: (ap_psignature, apr_table_clear), support: 10, confidence: 66.67%
bug: apr_table_clear in ap_send_error_response, pair: (ap_psignature, apr_table_clear), support: 10, confidence: 66.67%
bug: ap_varbuf_cfg_getline in core_map_to_storage, pair: (ap_getword_conf, ap_varbuf_cfg_getline), support: 3, confidence: 75.00%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_recent_ctime_ex, ap_scan_vchar_obstext), support: 3, confidence: 75.00%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_scan_vchar_obstext, apr_array_make), support: 3, confidence: 75.00%
bug: ap_create_request_config in ap_add_cgi_vars, pair: (ap_create_request_config, apr_vsnprintf), support: 11, confidence: 91.67%
bug: apr_procattr_dir_set in ap_open_piped_log, pair: (apr_procattr_dir_set, syslog), support: 5, confidence: 71.43%
bug: apr_procattr_dir_set in ap_get_exec_line, pair: (apr_procattr_dir_set, syslog), support: 5, confidence: 71.43%
bug: ap_expr_str_exec in ap_http_header_filter, pair: (ap_expr_str_exec, ap_merge_per_dir_configs), support: 8, confidence: 80.00%
bug: ap_expr_str_exec in ap_read_request, pair: (ap_expr_str_exec, ap_merge_per_dir_configs), support: 8, confidence: 80.00%
bug: ap_location_walk in op_url_subr, pair: (ap_location_walk, ap_run_post_read_request), support: 10, confidence: 83.33%
bug: ap_location_walk in ap_add_cgi_vars, pair: (ap_location_walk, ap_run_post_read_request), support: 10, confidence: 83.33%
bug: ap_set_config_vectors in ifsection, pair: (ap_set_config_vectors, pcre_fullinfo), support: 3, confidence: 75.00%
bug: apr_shm_size_get in ap_reopen_scoreboard, pair: (ap_run_child_status, apr_shm_size_get), support: 3, confidence: 75.00%
bug: apr_pmemdup in mxcfg_lookup, pair: (apr_pmemdup, apr_time_now), support: 28, confidence: 75.68%
bug: apr_pmemdup in ap_location_walk, pair: (apr_pmemdup, apr_time_now), support: 28, confidence: 75.68%
bug: apr_pmemdup in merge_core_dir_configs, pair: (apr_pmemdup, apr_time_now), support: 28, confidence: 75.68%
bug: apr_pmemdup in merge_core_server_configs, pair: (apr_pmemdup, apr_time_now), support: 28, confidence: 75.68%
bug: apr_pmemdup in ap_file_walk, pair: (apr_pmemdup, apr_time_now), support: 28, confidence: 75.68%
bug: apr_pmemdup in ap_new_log_config, pair: (apr_pmemdup, apr_time_now), support: 28, confidence: 75.68%
bug: apr_pmemdup in ap_escape_logitem, pair: (apr_pmemdup, apr_time_now), support: 28, confidence: 75.68%
bug: apr_pmemdup in prep_walk_cache, pair: (apr_pmemdup, apr_time_now), support: 28, confidence: 75.68%
bug: apr_pmemdup in ap_parse_form_data, pair: (apr_pmemdup, apr_time_now), support: 28, confidence: 75.68%
bug: ap_run_create_request in ap_http_header_filter, pair: (ap_run_create_request, apr_fnmatch), support: 8, confidence: 80.00%
bug: ap_run_create_request in ap_read_request, pair: (ap_run_create_request, apr_fnmatch), support: 8, confidence: 80.00%
bug: ap_unescape_url_keep2f in op_url_subr, pair: (ap_unescape_url_keep2f, log_error_core), support: 10, confidence: 83.33%
bug: ap_unescape_url_keep2f in ap_add_cgi_vars, pair: (ap_unescape_url_keep2f, log_error_core), support: 10, confidence: 83.33%
bug: ap_array_str_contains in ap_expr_eval, pair: (ap_array_str_contains, apr_table_merge), support: 4, confidence: 66.67%
bug: ap_array_str_contains in main, pair: (ap_array_str_contains, apr_table_merge), support: 4, confidence: 66.67%
bug: strncmp in open_error_log, pair: (apr_table_setn, strncmp), support: 20, confidence: 74.07%
bug: strncmp in core_check_config, pair: (apr_table_setn, strncmp), support: 20, confidence: 74.07%
bug: strncmp in extract_cookie_line, pair: (apr_table_setn, strncmp), support: 20, confidence: 74.07%
bug: strncmp in core_dump_config, pair: (apr_table_setn, strncmp), support: 20, confidence: 74.07%
bug: strncmp in ap_os_is_path_absolute, pair: (apr_table_setn, strncmp), support: 20, confidence: 74.07%
bug: strncmp in basic_http_header_check, pair: (apr_table_setn, strncmp), support: 20, confidence: 74.07%
bug: strncmp in ap_open_logs, pair: (apr_table_setn, strncmp), support: 20, confidence: 74.07%
bug: ap_log_perror_ in start_cond_section, pair: (ap_log_perror_, apr_os_thread_current), support: 5, confidence: 71.43%
bug: ap_log_perror_ in process_command_config, pair: (ap_log_perror_, apr_os_thread_current), support: 5, confidence: 71.43%
bug: apr_array_pstrcat in ap_send_http_options, pair: (apr_array_pstrcat, strcmp), support: 14, confidence: 82.35%
bug: apr_array_pstrcat in make_allow, pair: (apr_array_pstrcat, strcmp), support: 14, confidence: 82.35%
bug: apr_array_pstrcat in ap_byterange_filter, pair: (apr_array_pstrcat, strcmp), support: 14, confidence: 82.35%
bug: apr_uri_parse in ap_add_cgi_vars, pair: (apr_os_thread_current, apr_uri_parse), support: 13, confidence: 81.25%
bug: apr_uri_parse in ap_sub_req_lookup_uri, pair: (apr_os_thread_current, apr_uri_parse), support: 13, confidence: 81.25%
bug: apr_uri_parse in ap_parse_uri, pair: (apr_os_thread_current, apr_uri_parse), support: 13, confidence: 81.25%
bug: ap_location_walk in op_url_subr, pair: (ap_location_walk, apr_hash_first), support: 8, confidence: 66.67%
bug: ap_location_walk in ap_http_header_filter, pair: (ap_location_walk, apr_hash_first), support: 8, confidence: 66.67%
bug: ap_location_walk in ap_add_cgi_vars, pair: (ap_location_walk, apr_hash_first), support: 8, confidence: 66.67%
bug: ap_location_walk in ap_process_request, pair: (ap_location_walk, apr_hash_first), support: 8, confidence: 66.67%
bug: ap_if_walk_sub in ap_if_walk_sub, pair: (ap_if_walk_sub, strcmp), support: 18, confidence: 90.00%
bug: ap_if_walk_sub in ap_if_walk, pair: (ap_if_walk_sub, strcmp), support: 18, confidence: 90.00%
bug: ap_regexec in ap_rxplus_exec, pair: (ap_regexec, getpid), support: 13, confidence: 81.25%
bug: ap_regexec in ap_expr_eval, pair: (ap_regexec, getpid), support: 13, confidence: 81.25%
bug: ap_regexec in ap_sub_req_lookup_uri, pair: (ap_regexec, getpid), support: 13, confidence: 81.25%
bug: ap_create_request_config in op_url_subr, pair: (ap_create_request_config, apr_table_elts), support: 10, confidence: 83.33%
